strawberry	arugula	rhubarb	beet	banana	cranberry	elderberry	raisin	watermelon	tomato	chestnut	pea	currant	nectarine	cabbage	okra	lettuce	pineapple	ginger	mulberry	artichoke	fig	kiwi	quince	asparagus	olive	kohlrabi	chickpea	potato	fennel	thyme	plantain	type
342	95	46	0	7	21	0	147	47	76	4	144	195	132	1	0	62	164	42	80	307	75	113	0	301	162	0	114	1	86	98	247	9
54	103	209	1	17	89	0	5	45	218	0	351	5	224	57	98	239	1	62	2	339	44	144	88	108	308	434	103	0	169	140	0	10
0	142	62	243	212	88	79	183	188	261	115	36	250	97	51	137	41	178	209	277	2	5	0	190	0	91	133	37	286	130	148	53	7
320	115	119	0	6	31	1	0	34	88	1	115	198	26	287	390	29	2	5	0	39	257	770	222	112	72	47	88	1	167	70	0	10
343	73	80	301	33	83	328	147	279	38	169	27	67	65	278	589	181	163	20	298	71	120	244	343	88	53	281	31	165	148	97	59	15
198	289	241	50	140	58	163	274	76	14	106	226	118	85	3	2	70	203	35	149	131	66	139	1	119	468	0	244	574	34	53	209	13
55	128	43	38	28	57	4	0	187	363	32	79	33	101	92	135	71	3	129	1	77	67	320	377	89	173	225	275	63	28	155	1	14
195	132	107	5	91	438	105	383	89	19	333	239	113	176	162	72	32	142	30	150	276	281	259	324	149	20	285	39	263	137	243	155	15
2	140	274	119	150	47	624	0	14	67	91	105	40	161	215	296	28	0	41	0	1	67	1	7	0	37	15	187	78	41	257	0	6
60	186	21	0	138	75	0	0	54	153	1	52	153	8	1	1	123	0	34	0	197	65	113	1	60	102	0	103	0	59	316	0	8
0	151	88	2	90	154	0	0	190	29	0	131	63	17	118	230	69	5	77	4	0	292	3	196	2	51	247	75	1	77	150	2	2
1	107	158	165	25	5	69	626	147	87	273	98	119	180	319	298	28	154	35	302	1	75	0	212	1	49	242	20	361	91	53	178	7
273	107	52	86	23	124	79	4	47	122	143	6	26	178	269	299	52	0	69	0	426	102	314	179	235	52	151	47	53	136	47	1	14
1	113	163	0	135	153	1	69	204	42	1	187	184	53	23	101	267	135	72	177	0	188	1	69	1	133	28	76	0	80	102	82	3
542	70	76	19	33	98	25	4	104	146	301	101	23	82	119	68	146	2	73	1	492	23	223	179	62	20	56	121	176	97	49	0	14
0	153	9	316	21	18	223	0	118	30	78	100	26	574	6	0	123	2	36	0	2	192	0	3	0	53	0	121	301	130	108	0	4
0	8	11	1	61	22	1	1	326	52	3	64	78	80	139	542	246	3	4	0	3	64	0	143	0	46	23	82	2	16	133	1	2
0	11	75	2	185	119	1	29	200	139	1	74	94	114	2	1	35	183	78	170	0	259	2	4	0	214	1	117	0	11	116	535	1
0	5	130	371	121	61	366	185	364	237	374	41	256	42	0	1	22	282	2	357	0	30	2	2	0	47	4	185	100	108	59	315	5
67	99	83	76	37	8	94	2	96	32	167	42	111	113	142	111	99	0	48	1	223	54	188	287	190	102	260	192	171	132	317	2	14
12	122	70	1	57	188	1	2	314	34	1	111	122	11	397	56	169	0	187	1	286	151	667	99	217	56	149	66	1	104	243	0	10
218	47	86	0	98	201	0	348	176	40	2	204	71	89	4	3	55	157	53	57	61	36	140	0	488	49	1	136	7	83	48	146	9
99	32	79	213	181	103	78	1	57	113	153	192	86	47	211	160	145	0	85	0	381	123	147	56	219	82	356	167	49	181	86	0	14
13	29	78	0	30	132	2	3	231	102	0	54	10	99	0	0	30	1	66	1	190	20	239	1	70	87	0	16	0	43	232	3	8
327	208	27	315	123	33	269	5	29	36	29	38	329	91	183	119	46	2	131	0	107	171	164	317	379	5	385	64	189	124	133	3	14
2	145	109	0	52	404	2	113	64	251	0	318	70	161	1	0	37	116	134	200	1	118	4	1	3	71	0	43	0	147	95	54	1
0	142	92	0	103	146	1	207	198	57	0	14	127	55	178	87	6	35	4	372	0	6	0	103	0	211	351	93	0	38	148	24	3
1	48	38	0	51	115	2	41	311	152	0	64	123	142	273	143	220	305	66	234	2	197	0	50	0	71	309	7	1	35	19	187	3
0	47	16	399	170	150	305	2	93	244	127	44	23	134	232	206	156	0	28	0	1	184	0	17	3	72	96	72	63	183	26	0	6
0	126	22	242	99	290	118	92	76	4	246	43	244	411	0	2	171	252	184	23	2	96	1	0	0	96	0	63	163	45	172	235	5
0	15	87	0	109	435	1	0	96	137	0	112	14	67	217	126	45	1	70	0	0	54	0	544	1	90	213	186	4	84	78	2	2
78	37	141	382	38	37	470	5	17	59	192	117	82	188	340	83	94	3	43	1	145	49	103	133	44	70	94	60	444	70	101	1	14
7	232	20	0	112	72	0	0	123	75	2	43	145	80	106	296	10	3	150	0	0	151	0	99	1	54	296	36	0	24	53	2	2
1	39	71	3	36	9	0	2	170	76	2	134	287	96	3	0	14	1	92	1	2	249	1	1	1	87	0	93	0	35	57	1	0
1	124	82	260	130	63	55	91	57	8	233	197	94	65	170	160	70	252	54	113	1	88	4	115	0	20	143	42	310	118	18	175	7
290	168	23	1	70	53	0	2	1	63	0	30	49	193	65	13	59	0	164	1	69	232	682	269	155	323	971	96	1	88	114	0	10
5	153	72	139	272	127	77	361	46	98	66	113	169	97	101	43	71	624	16	85	1	82	1	298	0	142	27	232	212	150	44	236	7
0	68	21	1	100	142	1	1	34	129	0	7	74	266	355	108	8	0	110	3	0	143	0	307	1	40	541	158	1	39	229	0	2
45	19	194	143	98	169	112	66	145	220	147	79	134	206	2	3	109	191	33	85	531	55	289	0	118	192	2	223	114	87	87	135	13
113	292	79	0	16	100	7	185	5	46	1	79	79	49	3	1	95	328	240	195	502	30	707	0	312	4	1	112	1	20	220	46	9
69	155	7	0	153	9	0	2	48	37	0	88	135	26	1	1	57	2	14	0	213	34	177	0	396	40	0	181	2	75	1	0	8
1	38	200	3	43	178	0	1	125	150	2	44	212	10	1	0	78	0	77	3	0	148	2	0	2	109	0	73	0	65	168	0	0
1	53	33	122	26	184	394	140	19	298	341	21	250	71	4	1	47	205	49	89	1	43	1	0	3	61	1	38	445	78	192	94	5
388	69	62	1	64	96	0	208	82	126	4	125	185	20	112	104	44	238	187	49	967	35	728	125	149	133	315	113	2	175	74	35	11
1	264	94	0	34	65	2	190	144	93	4	151	71	119	177	109	103	131	45	439	2	313	1	432	0	198	119	164	1	124	13	89	3
78	73	68	0	92	141	0	1	14	46	0	53	15	92	127	19	69	0	52	0	146	4	93	74	584	396	78	10	1	109	89	0	10
1	56	42	205	81	65	14	304	103	22	500	80	163	184	0	2	84	84	169	258	1	145	1	2	0	12	2	134	290	32	297	286	5
1	145	17	4	19	14	1	0	92	109	0	106	99	21	64	30	15	1	33	1	0	220	0	619	0	138	275	4	0	197	117	0	2
545	213	32	190	89	137	439	212	132	81	136	50	86	19	1	5	148	300	116	272	175	57	148	3	91	59	0	63	291	312	57	65	13
102	46	57	188	208	17	146	2	52	116	158	435	47	118	425	523	7	2	201	1	574	156	131	183	77	83	32	159	162	79	27	0	14
141	62	113	29	16	10	383	0	220	212	266	190	131	130	159	93	27	1	49	1	329	54	288	225	16	52	169	60	36	12	73	1	14
219	54	54	2	148	18	1	2	150	100	2	60	69	92	1	1	229	1	41	3	151	27	315	0	322	66	1	188	0	75	147	3	8
628	128	166	1	124	45	0	368	77	177	1	151	84	110	0	2	59	467	90	348	175	79	136	1	2	76	1	160	0	105	27	208	9
308	185	37	2	24	91	4	1	67	14	0	140	215	99	0	0	131	0	58	0	124	74	14	1	207	23	0	22	0	48	38	0	8
354	282	53	180	155	74	188	1	185	33	177	142	43	86	111	70	58	6	80	0	713	118	196	359	59	83	230	235	231	55	26	1	14
0	27	98	0	80	131	0	2	8	44	0	171	226	17	248	160	171	0	225	0	2	13	2	168	0	14	112	29	0	83	91	1	2
1	70	94	2	28	234	0	0	161	154	1	33	89	133	0	2	152	2	33	0	2	247	0	0	0	169	1	35	4	86	149	2	0
0	28	43	201	65	234	134	73	18	214	133	160	191	75	0	0	215	262	237	268	2	29	0	0	4	46	3	62	40	32	113	4	5
1	43	128	0	93	165	0	423	95	33	1	53	94	70	392	92	24	280	9	214	0	33	0	91	1	252	214	92	3	6	15	24	3
149	82	76	47	55	91	115	250	132	85	28	29	2	298	410	249	78	191	80	115	135	27	133	92	189	219	262	122	19	68	34	214	15
579	79	181	0	202	85	1	2	53	22	0	12	60	18	345	729	108	0	93	3	96	63	39	91	85	15	225	297	0	30	87	2	10
3	15	63	323	69	97	94	2	154	89	206	86	94	30	35	23	99	0	160	1	1	64	2	192	0	57	277	48	488	34	74	1	6
71	111	148	308	76	60	337	163	69	27	353	55	291	38	0	1	52	83	46	42	65	19	450	1	273	65	0	13	446	83	200	73	13
0	354	143	1	45	31	2	120	16	86	1	28	99	183	143	60	126	11	150	63	0	44	0	90	2	26	16	21	1	30	90	284	3
97	53	162	147	88	49	76	202	38	7	121	359	84	102	0	2	233	151	106	262	337	68	124	2	292	31	0	126	100	120	54	28	13
2	58	19	86	79	121	139	340	66	217	63	52	19	54	0	0	33	254	30	205	3	140	1	0	2	99	1	260	250	92	106	141	5
2	125	148	0	110	156	2	309	66	17	1	182	109	157	295	371	112	119	6	540	0	70	0	161	0	165	109	83	0	32	193	319	3
1	180	224	0	101	42	0	174	367	84	4	12	77	70	0	1	153	50	23	125	3	37	1	0	1	26	1	69	0	123	64	72	1
4	425	39	0	164	113	0	1	66	81	0	2	133	16	2	0	194	4	31	0	0	131	0	2	4	108	3	132	1	65	107	3	0
82	26	95	0	358	82	0	2	196	35	1	21	97	25	395	229	25	0	163	0	117	97	649	449	88	65	70	92	2	43	7	2	10
0	192	71	236	69	45	19	0	137	33	189	11	49	15	177	21	92	1	24	0	3	82	0	279	0	163	382	171	48	153	68	0	6
0	130	183	3	144	226	0	126	69	176	0	11	53	103	76	46	46	336	34	135	1	66	0	387	4	119	165	14	4	190	164	98	3
3	402	259	2	71	82	0	207	19	11	0	154	200	81	3	3	103	103	49	164	2	139	0	0	0	63	1	84	0	86	32	126	1
256	357	195	1	62	80	1	0	79	236	0	136	203	36	1	0	63	3	55	2	138	17	80	0	499	89	0	30	0	185	92	3	8
287	28	161	3	38	190	0	0	218	46	0	46	157	103	235	219	68	0	208	1	198	32	114	124	20	205	405	187	0	44	26	0	10
79	230	115	1	62	27	0	0	70	7	0	63	49	127	1	0	14	1	185	3	49	185	296	0	111	109	0	51	0	176	242	1	8
1	18	192	1	63	216	0	1	74	150	3	120	151	168	25	181	114	0	215	1	3	94	0	283	2	77	89	343	1	44	82	0	2
0	304	23	1	263	225	3	0	5	111	0	232	24	90	245	41	81	0	102	0	1	64	0	226	3	25	161	19	2	187	65	1	2
63	170	108	0	113	34	0	199	144	57	3	85	210	143	0	1	73	142	93	54	148	79	92	2	345	52	1	131	0	45	52	578	9
356	136	157	5	53	58	357	433	271	143	79	127	25	187	392	34	30	66	246	156	111	265	292	108	171	87	40	42	253	75	13	200	15
0	246	100	1	86	60	1	1	20	54	2	229	193	49	351	286	61	0	98	0	2	90	0	414	4	64	115	18	2	138	89	1	2
0	54	71	405	121	174	484	34	286	238	82	151	38	151	208	91	17	280	241	212	0	114	0	623	0	10	152	24	332	78	181	349	7
172	70	129	1	180	29	0	4	448	45	0	144	178	285	321	236	118	1	146	1	213	93	49	134	92	8	7	59	5	337	132	1	10
1	39	142	1	21	66	0	2	20	101	1	47	0	48	296	383	242	0	43	0	2	77	1	17	0	153	137	78	0	159	121	0	2
0	84	137	189	46	82	146	384	64	64	92	38	204	31	0	1	67	153	106	320	0	69	1	3	1	51	0	95	129	102	143	268	5
0	24	46	291	68	50	351	126	235	41	70	54	96	57	1	4	56	55	67	106	3	103	2	1	1	36	2	114	259	243	51	547	5
0	95	30	3	59	120	0	120	225	226	0	13	39	62	84	127	161	68	192	208	0	53	0	205	1	57	66	2	2	81	260	408	3
1	75	222	82	167	68	173	236	48	127	160	70	291	67	104	313	82	49	21	76	4	269	1	216	0	18	219	281	45	95	1	376	7
0	127	62	634	57	307	64	0	84	129	84	30	260	331	31	77	102	0	77	0	0	138	0	327	0	108	120	109	39	99	83	0	6
542	31	4	0	202	79	2	0	61	105	0	11	232	47	115	668	27	1	13	0	416	91	153	144	8	47	37	58	0	47	35	2	10
0	59	30	0	48	72	2	35	136	267	0	194	54	53	2	0	20	428	168	522	2	84	1	0	0	116	0	48	2	18	18	119	1
75	275	191	2	74	52	0	0	115	118	0	169	78	231	44	156	171	1	139	0	364	10	74	475	270	75	219	43	3	102	92	1	10
1	121	42	233	53	37	405	261	98	152	445	7	81	159	0	0	144	199	119	181	0	214	1	2	1	59	1	86	152	23	21	382	5
2	83	173	107	12	185	149	128	43	111	134	46	203	25	492	304	57	293	47	524	4	106	0	271	0	126	328	28	258	36	135	469	7
198	29	7	364	259	34	175	0	42	39	433	332	207	34	164	306	74	0	57	2	150	70	455	391	411	27	109	169	283	64	112	0	14
42	167	115	1	44	32	0	0	66	24	0	213	38	102	259	549	17	2	80	0	207	76	163	483	377	155	402	69	1	118	144	1	10
0	136	46	3	15	5	2	131	91	147	0	125	68	105	253	105	343	481	58	152	0	13	0	109	1	133	159	7	0	42	80	42	3
202	222	51	0	108	57	0	473	123	100	1	34	97	121	2	2	22	295	274	144	75	240	256	0	55	56	0	358	0	122	33	232	9
0	100	99	256	96	77	54	0	305	16	380	39	105	155	460	451	105	0	61	1	3	81	0	148	2	95	168	215	486	89	133	2	6
56	31	176	3	55	49	1	0	67	31	2	142	127	122	110	362	101	0	163	0	83	24	133	37	97	69	121	32	0	123	40	0	10
75	93	187	145	141	183	312	0	90	339	421	154	126	154	25	219	114	3	83	0	227	37	92	607	47	71	52	45	157	102	78	0	14
3	92	44	82	194	41	1	151	55	149	180	72	133	21	32	45	62	152	542	82	0	115	3	199	1	60	131	93	162	108	103	373	7
2	15	63	157	206	85	70	297	96	80	142	43	144	63	140	98	40	38	104	200	3	16	2	176	0	7	182	78	370	130	244	315	7
551	185	115	2	333	5	2	1	28	52	7	36	75	26	1	0	47	3	52	0	98	84	107	0	330	86	1	176	0	76	244	1	8
313	28	117	0	244	104	1	205	154	23	1	55	23	37	169	45	128	355	99	36	128	18	57	99	285	88	408	75	2	98	443	78	11
434	17	113	3	31	220	2	300	76	69	0	146	163	40	1	4	45	68	174	340	349	62	107	1	106	68	0	44	1	43	96	51	9
1	14	62	0	55	31	4	0	73	190	1	61	85	4	197	629	125	0	36	0	1	66	0	152	0	17	158	33	2	6	23	0	2
0	44	9	573	36	158	346	243	23	33	23	44	31	244	0	5	10	184	59	88	1	80	0	0	2	136	1	261	136	218	36	131	5
85	25	64	0	61	101	1	0	116	50	1	103	52	58	170	50	120	0	84	0	220	190	84	162	332	20	313	30	0	63	59	1	10
1	34	169	0	292	50	0	206	121	35	0	71	127	117	1	0	353	336	25	61	1	111	1	1	2	59	0	34	1	93	48	95	1
1	22	1	123	36	78	104	0	69	268	178	65	110	315	304	39	78	1	262	0	2	122	1	128	0	77	84	62	202	110	75	4	6
227	137	228	2	13	46	1	58	153	86	1	113	120	117	0	0	52	51	55	16	165	10	218	2	59	97	0	152	0	63	96	510	9
280	378	65	350	39	199	481	146	95	230	28	88	115	11	334	176	237	91	131	113	298	293	160	126	123	110	175	160	120	31	46	177	15
176	30	78	0	57	17	0	267	178	119	1	173	80	318	0	1	13	442	98	82	212	3	85	1	197	49	1	59	0	80	13	112	9
246	84	117	2	72	79	1	3	102	32	3	81	206	220	0	2	45	1	7	1	281	15	75	0	259	59	2	59	1	137	59	0	8
4	92	20	153	79	57	506	426	5	134	499	172	225	184	273	358	86	488	119	315	1	174	3	32	4	131	141	101	360	93	46	278	7
293	195	54	1	23	226	0	525	292	93	0	81	70	91	0	0	18	139	59	37	424	47	31	0	172	107	1	8	1	41	79	431	9
1	10	140	1	120	23	0	79	108	8	0	150	51	36	190	283	168	675	74	266	1	25	1	223	4	150	74	13	0	20	40	348	3
0	125	105	72	49	78	189	1	34	160	173	27	109	39	198	68	150	2	166	1	0	126	0	414	0	119	272	167	182	77	135	0	6
0	74	10	50	40	390	60	4	182	200	36	149	132	33	303	149	243	1	200	1	0	52	0	99	1	7	61	229	228	64	188	0	6
2	10	5	47	64	153	680	40	53	214	283	69	93	173	0	0	81	372	36	49	2	112	3	0	0	22	0	10	281	33	189	57	5
0	109	55	380	128	145	237	4	122	46	66	200	16	30	114	171	121	2	149	1	1	55	4	204	5	66	337	80	195	38	25	1	6
2	68	80	86	481	46	100	324	49	9	458	26	115	160	538	65	232	84	44	121	1	237	2	31	0	172	163	76	107	20	49	146	7
1	66	44	151	29	269	162	2	1	71	185	41	5	88	1	1	129	1	22	0	3	148	1	4	0	59	2	53	172	468	13	1	4
303	118	74	101	57	19	244	96	119	117	231	61	90	122	83	92	159	345	45	15	89	26	307	93	255	92	196	129	237	69	92	184	15
104	75	172	3	253	71	0	799	140	42	0	94	208	152	66	105	26	204	172	17	30	267	36	126	161	93	164	42	0	114	34	284	11
0	79	252	5	99	54	0	0	34	62	2	58	4	395	484	467	114	2	73	1	3	120	1	174	0	78	286	233	0	291	73	1	2
212	42	137	47	152	58	69	111	22	55	396	146	56	227	102	193	57	57	116	93	175	47	227	49	23	125	230	136	125	152	52	260	15
3	32	57	333	118	128	236	110	41	81	91	140	57	252	90	246	436	278	9	358	3	242	1	148	4	115	171	34	114	126	53	240	7
101	262	70	118	55	185	249	1	84	34	198	118	54	148	73	132	49	2	28	3	102	100	101	723	409	168	570	37	126	98	11	1	14
0	39	176	181	38	80	137	86	78	33	424	14	110	55	76	62	74	132	71	119	1	86	0	122	0	104	196	99	259	109	21	72	7
0	33	150	1	413	23	0	0	10	56	0	13	208	59	326	179	15	0	110	0	2	18	0	251	0	153	36	48	0	197	68	4	2
1	113	41	1	157	43	0	327	225	115	0	26	123	196	1	3	43	427	52	206	0	102	1	1	1	12	2	211	3	50	56	51	1
2	143	49	142	168	50	145	5	201	36	91	18	46	72	0	0	200	3	204	2	3	57	0	3	1	66	1	28	257	73	162	2	4
279	19	123	0	137	153	0	342	64	221	0	144	61	35	0	1	100	13	19	452	539	145	453	7	54	85	0	369	1	9	24	3	9
374	128	85	0	15	32	0	229	67	157	1	77	78	34	38	281	232	63	205	157	173	16	620	563	195	171	42	5	0	95	26	200	11
94	65	100	350	154	31	392	50	81	93	8	63	17	24	1	0	45	287	55	97	213	51	31	0	105	147	2	98	150	67	39	49	13
91	116	30	3	131	121	0	0	22	116	1	38	84	113	424	230	36	0	42	3	306	94	62	160	128	105	112	30	2	7	160	1	10
0	73	45	110	31	395	203	51	91	106	35	82	34	5	277	105	113	159	98	360	0	14	0	268	0	0	146	101	161	54	27	156	7
123	216	8	1	24	370	0	0	148	165	1	76	24	54	31	209	99	1	95	1	184	93	424	31	419	183	221	70	1	97	85	0	10
1	13	310	1	8	122	1	0	124	11	1	32	109	36	176	117	145	1	77	1	2	212	1	82	1	43	39	31	0	19	99	5	2
0	74	109	0	95	21	3	2	8	59	2	38	133	68	116	92	192	0	121	0	0	33	0	171	3	218	449	19	2	153	59	1	2
791	164	18	310	55	281	208	79	65	41	313	130	23	207	2	0	102	92	179	102	108	143	220	0	91	65	3	237	415	279	37	93	13
117	158	51	276	154	18	85	68	37	74	51	107	272	71	1	2	65	216	49	102	74	222	210	1	173	49	1	53	363	37	84	806	13
2	91	99	0	103	47	4	1	14	260	1	41	9	203	252	49	35	6	26	2	0	71	0	643	0	193	119	35	0	52	88	0	2
139	115	35	0	100	311	1	5	69	8	0	96	41	165	0	4	61	2	35	0	189	126	42	1	169	100	2	87	1	90	77	2	8
2	58	188	1	94	22	1	343	77	61	2	204	61	22	196	523	116	13	99	116	1	18	0	55	0	2	76	58	3	101	76	118	3
0	81	80	1	234	9	2	251	76	94	1	106	41	104	1	0	90	499	136	27	2	112	2	4	3	74	1	66	1	43	41	82	1
3	128	30	1	207	60	0	0	29	158	1	101	83	63	1	82	72	0	25	0	0	47	1	362	2	111	552	121	1	13	57	0	2
86	84	74	0	159	53	0	0	117	109	1	68	165	28	14	408	64	1	38	1	110	14	78	428	60	86	34	76	0	194	81	0	10
1	230	112	156	19	136	114	170	153	219	90	9	105	37	62	71	32	89	144	12	1	164	0	381	1	72	25	64	87	150	137	17	7
0	242	13	0	195	90	0	1	95	176	2	27	150	70	101	37	45	2	32	1	0	174	0	179	0	23	188	79	1	564	130	0	2
242	101	138	96	130	4	87	166	75	156	47	137	43	129	3	2	50	114	30	67	15	56	89	0	94	33	0	220	106	195	28	397	13
0	77	132	2	10	45	0	3	50	4	1	171	78	105	1	0	101	2	41	0	2	224	0	0	2	39	3	97	1	13	41	2	0
196	199	62	183	250	350	112	345	43	137	69	53	103	83	36	171	74	374	30	237	79	40	151	88	190	9	27	32	245	124	38	211	15
109	80	60	401	57	115	149	141	329	35	86	256	51	41	88	45	167	182	40	22	180	64	294	117	280	48	172	32	229	68	56	128	15
378	84	120	1	75	77	1	390	88	122	1	211	216	154	1	2	22	210	83	781	327	126	36	3	220	28	0	192	2	25	76	151	9
0	27	202	1	196	39	1	426	12	21	1	29	517	102	32	279	71	106	80	114	0	75	1	455	1	27	191	18	0	48	133	184	3
201	180	110	3	48	35	0	258	120	122	6	129	308	114	0	2	46	35	28	175	53	270	78	1	154	14	2	44	0	73	81	7	9
3	86	120	1	182	54	0	65	292	167	2	131	35	91	43	87	71	131	80	576	3	72	0	606	1	31	167	52	0	160	144	8	3
3	103	71	12	14	160	140	2	31	12	293	116	94	23	4	2	38	2	108	0	4	262	2	1	0	57	3	64	107	63	14	0	4
2	28	259	2	33	41	3	0	22	91	0	140	103	53	94	94	31	1	82	1	1	107	1	80	2	113	662	113	1	212	35	1	2
42	6	82	1	77	39	0	346	48	185	0	59	205	17	1	2	100	174	119	132	166	158	82	2	308	115	1	148	0	321	92	185	9
72	128	85	1	65	91	3	2	143	17	3	40	187	44	1	1	209	3	77	3	167	176	274	2	352	200	0	39	1	81	116	2	8
140	232	96	0	27	123	1	166	33	64	0	78	68	61	56	304	153	233	32	34	431	227	66	513	130	113	153	58	5	72	48	478	11
2	26	33	0	23	166	0	119	21	29	1	99	170	27	1	2	76	17	84	130	1	234	1	0	1	53	1	138	1	39	200	527	1
98	210	49	0	40	16	3	267	2	31	0	226	277	76	1	2	318	187	83	310	90	92	157	0	113	29	0	62	0	75	56	27	9
5	33	36	2	18	51	3	1	369	89	0	102	182	23	4	0	55	0	79	0	1	48	3	5	2	9	2	87	0	122	54	1	0
108	37	118	73	81	41	105	317	135	39	16	8	111	55	0	1	55	46	46	297	122	97	185	0	351	89	0	33	247	68	123	203	13
160	68	71	2	25	15	1	148	234	91	1	157	66	130	0	1	165	115	59	191	293	285	38	0	66	86	0	50	0	136	246	62	9
184	124	83	1	56	82	0	397	103	23	0	114	33	106	0	0	133	71	188	154	86	29	234	2	393	115	0	336	0	129	61	162	9
0	147	8	59	113	87	301	108	71	30	233	221	71	201	489	568	186	162	48	128	1	71	0	168	1	47	185	190	60	179	128	100	7
162	66	22	5	115	69	0	0	42	29	2	54	50	70	1	0	68	0	181	2	201	142	345	0	27	31	2	15	0	100	245	4	8
323	251	188	0	118	15	1	340	168	33	1	97	27	85	498	188	397	145	88	280	68	223	109	526	224	45	39	58	1	38	107	213	11
0	326	83	0	84	103	4	227	173	18	0	115	112	84	50	361	19	96	23	48	1	124	0	383	0	81	139	59	2	61	35	115	3
138	279	150	67	25	125	142	1	216	152	63	254	64	22	278	167	62	0	74	3	485	120	326	278	117	98	287	41	181	66	279	3	14
663	6	307	132	64	87	62	5	67	121	179	70	116	28	148	613	11	0	260	1	202	22	240	401	34	47	93	122	42	79	38	0	14
1	46	177	2	81	153	1	0	138	56	1	48	317	68	150	207	129	1	335	1	0	25	0	165	3	45	107	13	1	80	107	0	2
148	28	59	99	134	139	121	0	134	40	234	165	157	189	2	0	136	1	138	0	376	230	155	0	215	83	0	30	318	37	31	2	12
25	80	80	0	213	147	0	1	105	24	0	105	161	68	0	1	76	0	103	3	50	53	318	1	618	47	0	215	1	165	27	0	8
1	117	64	1	85	129	0	2	47	151	2	122	40	205	2	0	94	0	212	2	0	161	0	1	2	131	1	82	0	115	375	1	0
1	242	82	1	235	64	2	6	24	82	0	47	57	12	67	124	396	292	377	155	0	70	3	532	0	19	132	98	1	322	69	42	3
151	179	139	4	357	101	0	284	63	164	0	112	22	134	0	3	197	181	21	132	272	277	82	0	202	139	0	49	5	214	81	231	9
0	42	113	100	6	4	76	2	45	126	137	87	63	96	1	1	88	0	134	0	1	69	1	0	2	17	0	111	84	9	62	0	4
1	8	61	0	159	73	1	1	18	10	0	99	51	26	299	10	171	2	138	0	0	27	1	348	0	120	155	92	1	69	13	1	2
0	72	124	84	41	33	421	394	210	53	103	40	106	113	3	10	123	92	30	597	2	36	4	3	0	126	0	140	382	104	7	277	5
357	35	135	0	216	155	2	48	152	102	1	86	119	150	0	0	263	252	9	267	78	41	117	1	161	133	2	107	4	108	103	94	9
0	50	63	72	13	23	142	0	100	82	276	30	27	139	85	188	26	1	49	0	1	113	1	616	0	46	332	78	310	65	185	2	6
150	36	42	31	62	281	83	1	70	159	509	55	87	249	32	133	30	1	279	1	154	41	142	248	182	86	141	85	625	95	22	0	14
2	49	170	34	183	30	210	3	193	21	137	96	113	82	123	133	2	0	110	0	0	187	1	71	0	105	139	86	151	106	170	0	6
0	136	77	214	118	107	700	201	109	81	369	112	57	100	0	1	72	78	39	85	2	77	1	1	3	46	0	63	99	63	36	221	5
19	199	299	0	105	63	3	1	153	63	0	58	13	147	1	1	1	0	63	1	431	29	278	0	319	105	0	110	3	17	17	0	8
239	52	52	2	141	147	0	109	85	90	0	186	306	54	14	381	339	425	58	161	195	69	468	79	14	69	319	9	0	201	63	7	11
1	281	40	0	33	72	0	329	75	16	0	97	12	126	316	597	179	85	77	199	1	47	2	55	0	65	854	22	1	100	28	160	3
0	17	41	0	64	246	0	24	58	163	0	109	42	160	1	0	147	323	363	85	1	202	0	1	3	47	0	4	0	84	25	674	1
16	221	96	182	55	345	314	1	64	101	75	19	1	166	173	64	19	2	78	1	31	77	448	122	197	52	43	209	159	164	30	2	14
229	23	76	1	112	17	1	1	104	29	2	220	120	41	0	1	68	0	27	1	436	209	177	0	66	210	2	23	2	116	68	0	8
136	37	88	90	89	184	242	0	67	285	294	34	126	29	139	14	73	1	39	1	34	143	116	94	73	107	624	116	111	135	331	0	14
283	148	185	1	199	7	0	0	98	282	1	142	69	42	790	265	37	1	144	0	65	7	212	223	224	214	611	27	0	133	393	0	10
5	128	364	1	163	101	1	1	275	92	0	48	55	169	3	0	72	0	39	0	80	70	97	1	258	21	1	79	2	58	138	1	8
70	228	104	139	68	230	455	0	115	61	117	23	7	43	0	93	12	1	252	3	224	129	53	224	553	48	374	59	289	54	187	2	14
0	229	20	45	176	114	550	12	94	273	79	53	159	81	0	0	27	20	100	327	0	113	0	1	1	272	0	109	211	87	59	154	5
176	39	25	138	85	139	118	55	51	100	11	90	160	246	23	163	154	49	250	231	357	70	80	29	15	41	253	215	234	84	93	25	15
114	460	95	252	154	21	110	3	82	245	377	154	157	84	1	0	176	0	85	3	75	89	5	3	19	33	1	30	199	349	37	2	12
0	36	86	196	138	53	195	229	33	58	497	156	163	20	1	0	14	231	117	250	1	18	0	2	2	37	4	85	41	228	44	69	5
512	87	106	0	16	269	2	0	67	72	3	39	187	188	0	0	8	0	74	2	215	73	100	1	162	64	1	148	1	92	27	0	8
2	51	35	21	143	21	23	0	103	54	47	131	146	67	2	1	294	1	18	3	1	35	1	0	2	172	0	18	225	111	165	0	4
1	42	69	326	69	33	54	124	35	230	440	153	131	178	257	192	87	191	29	307	0	72	0	52	0	51	261	102	88	104	220	23	7
0	155	129	98	20	21	92	0	13	41	327	132	96	102	1	2	105	2	88	0	1	35	1	1	1	229	0	14	167	107	250	2	4
213	124	1	2	43	175	2	0	112	116	0	119	181	120	0	0	161	1	17	0	133	88	31	0	233	31	2	81	0	24	92	1	8
